ROWID,HCS_POS_POSITION,HCS_POS_GRADE_SUB,POS_CAT_DESCR,POS_CAT,LOCATION,DESCR,DEPTID,Department, PAYGROUP ,POSITION_NBR, BUILDING ,HIRE_DT,TERMINATION_DT,YOS,BIRTHDATE,AGE,HCS_POS_TYPE,REASON_LEAVE,ACTION_REASON,GRADE,STEP,ANNUAL_RT,DAILY_RT,EMPL_STATUS
8648,TEACHER,4TH,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4807,30,8/14/2017,12/20/2018,1,5/15/1996,28,1,Moving,12,28,1,37101.946,195.2734,0
8649,TEACHER,5TH,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4808,30,8/14/2017,4/25/2024,7,3/17/1973,51,1,Active,1,31,26,81456.8,428.72,1
8650,TEACHER,4TH,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4807,30,8/15/2017,6/30/2018,1,2/6/1975,49,1,Moving,12,31,10,50543.8,266.02,0
8651,TEACHER,INTERVENT,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4992,30,9/18/2017,6/30/2019,2,6/17/1954,70,1,Temporary Agreements ,8,35,22,36560.788,192.4252,0
8652,TEACHER,KIND,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,110,30,12/6/2017,4/25/2024,7,6/1/1995,29,1,Active,1,31,5,55951.2,294.48,1
8653,TEACHER,2ND,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4805,30,12/6/2017,4/25/2024,7,5/25/1995,29,1,Active,1,31,5,55951.2,294.48,1
8654,TEACHER,2ND,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4805,30,12/6/2017,4/25/2024,7,2/11/1995,29,1,Active,1,31,5,55951.2,294.48,1
8655,TEACHER,5TH,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,5865,30,8/6/2018,6/30/2020,2,5/13/1982,42,1,Another Position in Education ,6,31,11,54152.952,285.0155368,0
8656,TEACHER,3RD,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4806,30,4/26/2018,4/25/2024,6,11/22/1995,29,1,Active,1,31,4,54993.6,289.44,1
8657,TEACHER,4TH,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4807,30,6/1/2018,4/25/2024,6,6/29/1985,39,1,Active,1,31,16,67989.6,357.84,1
8658,TEACHER,1ST,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,199,30,8/6/2018,6/29/2022,4,12/29/1995,29,1,Moving,12,28,3,42180,222,0
8659,TEACHER,EXPLORE,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,6434,30,10/18/2018,4/25/2024,6,7/19/1964,60,1,Active,1,28,15,60009.6,315.84,1
8660,TEACHER,4TH,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4807,30,12/10/2018,4/25/2024,6,4/24/1996,28,1,Active,1,28,4,49536.8,260.72,1
8661,TEACHER,LEARNLOSS,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,6161,30,7/17/2019,4/25/2024,5,5/4/1961,63,1,Active,1,32,25,85287.2,448.88,1
8662,TEACHER,FINEARTS,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4253,30,8/7/2019,6/30/2020,1,12/5/1996,28,1,Temporary Agreements ,8,28,0,37825.641,199.0823211,0
8663,TEACHER,CROSSCAT,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,1922,30,8/7/2019,4/25/2024,5,9/10/1970,54,1,Active,1,31,15,66788.8,351.52,1
8664,TEACHER,1ST,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,199,30,8/6/2020,12/19/2023,3,1/24/1994,30,1,Moving,12,32,6,60587.2,318.88,0
8665,TEACHER,2ND,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4805,30,8/18/2020,4/25/2024,4,11/10/1996,28,1,Active,1,28,3,48700.8,256.32,1
8666,TEACHER,3RD,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4806,30,11/30/2020,4/25/2024,4,1/25/1997,27,1,Active,1,28,1,47059.2,247.68,1
8667,TEACHER,3RD,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4806,30,2/5/2021,4/25/2024,3,1/6/1984,40,1,Active,1,31,4,54993.6,289.44,1
8668,TEACHER,1ST,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,199,30,4/30/2021,4/25/2024,3,2/19/1999,25,1,Active,1,28,2,47864.8,251.92,1
8669,TEACHER,CHILDDEV,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,1034,30,9/15/2021,4/25/2024,3,10/31/1967,57,1,Active,1,31,29,86032,452.8,1
8670,TEACHER,1ST,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,199,30,4/27/2022,4/25/2024,2,2/5/1990,34,1,Active,1,28,1,47059.2,247.68,1
8671,TEACHER,1ST,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,199,30,8/3/2022,4/25/2024,2,4/13/2000,24,1,Active,1,28,1,47059.2,247.68,1
8672,TEACHER,1ST,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,199,30,9/13/2022,4/25/2024,2,12/22/1985,39,1,Active,1,28,1,47059.2,247.68,1
8673,TEACHER,FINEARTS,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4253,30,8/3/2023,8/3/2023,0,7/10/1996,28,1,Declined Position ,9,28,0,43760.8,230.32,0
8674,TEACHER,FINEARTS,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4253,30,8/3/2023,4/25/2024,1,2/20/1998,26,1,Active,1,32,0,54537.6,287.04,1
8675,TEACHER,LEARNLOSS,Teachers,1,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,6569,30,1/16/2024,4/25/2024,0,1/28/1996,28,1,Active,1,28,0,46268.8,243.52,1
8676,THERAPIST,SPEECH,Non-Teaching Prof,7,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4587,30,8/8/1994,6/30/2021,27,2/8/1956,68,1,Retire,3,31,30,78109.22,411.1011579,0
8677,THERAPIST,SPEECH,Non-Teaching Prof,7,66,Ocean Drive Elementary,66,Ocean Drive Elementary,190,4587,30,8/8/2016,4/25/2024,8,8/6/1979,45,1,Active,1,32,18,75103.2,395.28,1
8678,EXECADMASS,SUPTBOARD,Non-Teaching Prof,7,100,District Office,1100,Office of Superintendent,246,1113,80,7/15/1977,2/28/2014,37,1/9/1959,65,1,Retire,3,26,27,71354.622,290.059439,0
8679,EXECADMASS,SUPTBOARD,Non-Teaching Prof,7,100,District Office,1100,Office of Superintendent,246,1113,80,9/23/2002,4/25/2024,22,8/3/1971,53,1,Active,1,115,23,73465.44,298.64,1
8680,EXECADMASS,SUPTBOARD,Non-Teaching Prof,7,100,District Office,1100,Office of Superintendent,246,1113,80,10/30/1989,4/25/2024,35,9/13/1961,63,1,Retire,3,26,29,74237.349,301.7778415,0
8681,PRINSPEC,IV,Non-Teaching Prof,7,100,District Office,1100,Office of Superintendent,246,2007,80,1/14/1971,4/25/2024,53,4/14/1946,78,1,Retire,3,39,28,116096.276,471.9360813,0
8682,SUPT,N/A,Non-Teaching Prof,7,100,District Office,1100,Office of Superintendent,246,1111,80,8/23/1989,4/25/2024,35,7/12/1959,65,1,Active,1,1,1,285950.4,1162.4,1
8683,AIDE,KIND,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,684,30,8/30/2004,11/30/2015,11,11/23/1953,71,0,Retire,3,17,28,23829.036,128.8056,0
8684,AIDE,TMD,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2258,30,10/31/2003,7/20/2005,2,7/24/1974,50,0,Another Position in Education ,6,18,8,15293.95,82.67,0
8685,AIDE,ISS,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,180,920,30,10/7/2002,6/30/2019,17,7/10/1956,68,0,Retire,3,18,30,26031.6,144.62,0
8686,AIDE,CROSSCATSC,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,180,2489,30,10/16/1998,2/14/2005,7,8/13/1968,56,0,Unknown,4,16,6,10098,56.1,0
8687,AIDE,TMD,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2257,30,11/8/2004,8/7/2012,8,8/3/1963,61,0,Moving,12,17,19,21880.875,118.275,0
8688,AIDE,CHILDDEV,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,1394,30,2/28/2001,3/29/2007,6,3/9/1972,52,0,Family Reasons ,7,18,10,17249.4,93.24,0
8689,AIDE,KIND,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,684,30,11/17/1998,4/25/2024,26,1/11/1955,69,0,Active,1,104,26,33229.7,179.62,1
8690,AIDE,TMD,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2257,30,8/30/1999,11/24/2019,20,7/3/1964,60,0,Unknown,4,18,24,25738.125,139.125,0
8691,AIDE,KIND,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,684,30,9/20/1997,9/15/2013,16,4/2/1963,61,0,Unknown,4,17,16,19943,107.8,0
8692,AIDE,CHILDDEV,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,1394,30,4/25/2005,6/29/2007,2,11/3/1980,44,0,Another Position in Education ,6,17,4,14970.2,80.92,0
8693,AIDE,KIND,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,684,30,8/14/2001,2/10/2016,15,5/4/1956,68,0,Health Issues ,10,17,13,19101.25,103.25,0
8694,AIDE,CROSSCAT,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2117,30,5/1/2004,4/25/2024,20,10/11/1964,60,0,Active,1,103,12,25135.95,135.87,1
8695,AIDE,ABATHERPST,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2315,30,2/22/2005,6/30/2006,1,7/24/1979,45,0,Unknown,4,18,3,13998.95,75.67,0
8696,AIDE,KIND,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,684,30,8/30/2004,4/25/2024,20,9/17/1963,61,0,Active,1,104,22,31028.2,167.72,1
8697,AIDE,MEDIA,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,793,30,8/24/2004,2/8/2013,9,2/5/1967,57,0,Moving,12,17,12,18829.3,101.78,0
8698,AIDE,CHILDDEV,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,1394,30,9/7/2005,6/30/2020,15,11/13/1956,68,0,Retire,3,17,31,25282.026,136.6596,0
8699,AIDE,CHILDDEV,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,1394,30,11/1/2005,4/25/2024,19,1/1/1963,61,0,Active,1,104,13,26638.15,143.99,1
8700,AIDE,ISS,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,180,920,30,12/30/2005,9/30/2016,11,2/28/1952,72,0,Retire,3,17,23,21457.8,119.21,0
8701,AIDE,ABATHERPST,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2316,30,9/26/2006,11/2/2007,1,3/15/1981,43,0,Unknown,4,18,2,15612.879,84.39394054,0
8702,AIDE,KIND,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,684,30,9/19/2007,4/25/2024,17,6/29/1969,55,0,Active,1,104,18,28982.1,156.66,1
8703,AIDE,ISS,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,180,920,30,9/28/2010,4/25/2024,14,6/26/1973,51,0,Active,1,103,5,21810.6,121.17,1
8704,AIDE,CHILDDEV,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,1394,30,1/11/2011,6/5/2023,12,3/9/1970,54,0,Retire,3,103,14,24061.1,130.06,0
8705,AIDE,MEDIA,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,793,30,8/14/2012,4/25/2024,12,11/13/1982,42,0,Active,1,104,12,26197.85,141.61,1
8706,AIDE,CROSSCAT,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2117,30,8/5/2013,4/25/2024,11,11/22/1944,80,0,Active,1,104,4,22960.35,124.11,1
8707,AIDE,SPECED,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,6096,30,7/1/2014,4/25/2024,10,8/2/1955,69,0,Active,1,103,10,26057.25,140.85,1
8708,AIDE,KIND,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,684,30,9/15/2014,6/30/2020,6,1/5/1954,70,0,Moving,12,18,9,18751.6,101.36,0
8709,AIDE,TMD,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2257,30,1/28/2019,6/30/2021,2,2/14/1957,67,0,Moving,12,18,2,17898.75,96.75,0
8710,AIDE,KIND,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,684,30,8/6/2019,6/30/2021,2,10/12/1994,30,0,Family Reasons ,7,18,0,16161.6,87.36,0
8711,AIDE,ISS,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,180,920,30,8/6/2019,9/28/2022,3,7/9/1979,45,0,Dismissal,11,103,8,21029.4,116.83,0
8712,AIDE,CHILDDEV,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,1394,30,8/6/2021,4/25/2024,3,7/14/1961,63,0,Active,1,103,10,24320.1,131.46,1
8713,AIDE,TMD,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2257,30,8/6/2021,4/23/2023,2,3/25/1980,44,0,Unknown,4,103,3,21201,114.6,0
8714,AIDE,CROSSCAT,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2117,30,2/17/2022,11/6/2022,0,11/12/1965,59,0,Family Reasons ,7,103,4,20137.25,108.85,0
8715,AIDE,AUT,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,6064,30,12/1/2022,4/25/2024,2,1/24/1993,31,0,Active,1,103,1,22519.125,121.725,1
8716,AIDE,CROSSCAT,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2117,30,1/3/2023,4/25/2024,1,6/11/1968,56,0,Active,1,103,18,27777.75,150.15,1
8717,AIDE,AUT,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,6064,30,8/3/2023,8/3/2023,0,3/22/1982,42,0,Declined Position ,9,104,5,25002.75,135.15,0
8718,AIDE,TMD,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,2257,30,8/15/2023,4/25/2024,1,2/21/2003,21,0,Active,1,103,1,22519.125,121.725,1
8719,AIDE,INSTR,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,180,6508,30,8/21/2023,4/25/2024,1,12/28/1983,41,0,Active,1,103,5,21810.6,121.17,1
8720,AIDE,AUT,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,6064,30,9/11/2023,9/11/2023,0,12/24/1970,54,0,Declined Position ,9,104,10,27153.375,146.775,0
8721,ASSTPRIN,I,Assistant Principals,3,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,210,629,30,8/20/1985,7/20/2016,31,7/6/1959,65,1,Unknown,4,33,28,81279.107,387.0433667,0
8722,ASSTPRIN,I,Assistant Principals,3,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,210,629,30,8/18/2003,4/25/2024,21,2/25/1981,43,1,Active,1,210,24,90820.8,432.48,1
8723,BOOKKPR,III,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,240,884,30,8/29/1988,6/30/2020,32,9/20/1959,65,0,Retire,3,22,31,49847.4,207.6975,0
8724,BOOKKPR,III,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,240,884,30,3/13/2000,4/25/2024,24,4/2/1966,58,0,Active,1,107,12,41310,172.125,1
8725,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,1780,30,10/14/2002,8/15/2005,3,4/1/1957,67,0,Moving,12,15,17,14744.31,80.57,0
8726,CAFETERIA,MGR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,1689,30,2/24/2003,4/25/2024,21,8/8/1961,63,0,Active,1,107,30,49255.158,259.2376737,1
8727,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,1780,30,5/22/2006,9/1/2016,10,3/24/1959,65,0,Death,2,15,18,19626.75,107.25,0
8728,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,1779,30,9/11/2008,9/30/2013,5,6/14/1955,69,0,Dismissal,11,15,6,16076.55,87.85,0
8729,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,3280,30,12/9/2008,10/3/2014,6,10/2/1949,75,0,Retire,3,15,19,10577.4,57.8,0
8730,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,1779,30,12/9/2008,10/27/2009,1,11/13/1968,56,0,Family Reasons ,7,15,10,16294.32,89.04,0
8731,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,1780,30,9/2/2009,6/5/2023,14,1/28/1961,63,0,Retire,3,101,9,21342.375,116.625,0
8732,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,1779,30,8/23/2010,8/5/2019,9,9/9/1965,59,0,Leaving Profession,5,15,23,19330.29,105.63,0
8733,CAFETERIA,ASSTMGR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,1688,30,11/7/2014,2/10/2022,8,12/14/1981,43,0,Dismissal,11,102,9,21594,118,0
8734,CAFETERIA,ASSTMGR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,188,1688,30,9/9/2016,4/25/2024,8,2/2/1983,41,0,Active,1,102,6,25402.56,135.12,1
8735,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,1779,30,11/28/2016,6/30/2020,4,9/15/1987,37,0,Unknown,4,15,10,16793.91,91.77,0
8736,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,1779,30,3/16/2021,4/25/2024,3,5/8/1987,37,0,Active,1,101,7,21354.55,115.43,1
8737,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,3280,30,6/2/2021,7/24/2022,1,4/3/1957,67,0,Retire,3,101,6,9699,53,0
8738,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,3280,30,10/21/2021,4/25/2024,3,2/15/1994,30,0,Active,1,101,2,16905.3,91.38,1
8739,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,3280,30,8/12/2022,7/30/2023,1,12/25/1958,66,0,Unknown,4,101,9,11382.6,62.2,0
8740,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,183,1779,30,8/29/2022,11/16/2022,0,7/13/1964,60,0,Unknown,4,101,6,18894.75,103.25,0
8741,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,1780,30,9/12/2022,4/25/2024,2,5/21/2001,23,0,Active,1,101,5,22158.375,119.775,1
8742,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,1779,30,2/27/2023,4/25/2024,1,11/10/1967,57,0,Active,1,101,9,22053.85,119.21,1
8743,CAFETERIA,OPERATOR,Food Service,5,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,1779,30,8/3/2023,2/13/2024,1,1/10/1982,42,0,Unknown,4,101,4,20357.4,110.04,0
8744,CLERK,V,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,732,30,3/6/2006,4/25/2024,18,7/9/1962,62,0,Active,1,106,28,41310.75,217.425,1
8745,CLERK,V,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,732,30,9/2/2020,6/30/2021,1,1/10/1957,67,0,Unknown,4,21,23,31435.5,165.45,0
8746,FAMSCHFAC,N/A,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,185,6535,30,1/23/2017,4/25/2024,7,3/15/1972,52,0,Active,1,103,5,22416.45,121.17,1
8747,GUIDCOUN,N/A,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,453,30,9/18/2002,5/18/2010,8,9/28/1935,89,1,Retire,3,31,27,67351.2,354.48,0
8748,GUIDCOUN,N/A,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,453,30,8/13/2010,3/9/2022,12,2/19/1963,61,1,Another Position in Education ,6,31,30,81107.2,426.88,0
8749,GUIDCOUN,N/A,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,453,30,8/3/2023,4/25/2024,1,1/17/1968,56,1,Active,1,32,30,93495.2,492.08,1
8750,INSTCOACH,N/A,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,5760,30,5/1/2009,4/25/2024,15,4/7/1987,37,1,Active,1,31,13,64448,339.2,1
8751,INSTCOACH,N/A,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,1257,30,8/14/2017,4/25/2024,7,12/13/1968,56,1,Active,1,31,26,81456.8,428.72,1
8752,INTERVENT,IV,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,5150,30,8/21/2007,8/1/2021,14,1/15/1957,67,1,Retire,3,204,23,60411.336,317.9544,0
8753,INTERVENT,IV,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,5150,30,11/21/2014,4/25/2024,10,11/2/1990,34,1,Active,1,205,5,45265.6,238.24,1
8754,INTERVENT,N/A,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,3999,30,10/25/2021,4/25/2024,3,7/29/1985,39,1,Active,1,203,8,43548,229.2,1
8755,MEDIASPEC,N/A,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,533,30,8/14/1995,1/23/2005,10,10/28/1946,78,1,Unknown,4,31,27,56528.8,297.52,0
8756,MEDIASPEC,N/A,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,533,30,8/20/1991,4/25/2024,33,9/4/1967,57,1,Active,1,31,32,91002.4,478.96,1
8757,NURSERN,N/A,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,492,30,8/18/1997,6/30/2006,9,5/5/1961,63,1,Unknown,4,24,22,35533.8,187.02,0
8758,NURSERN,N/A,Non-Teaching Prof,7,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,492,30,8/3/2023,4/25/2024,1,8/31/1969,55,1,Active,1,113,24,58930.4,310.16,1
8759,PRINCIPAL,I,Principals,2,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,246,538,30,8/15/1994,4/25/2024,30,10/28/1970,54,1,Active,1,305,22,134414.4,546.4,1
8760,PRINCIPAL,I,Principals,2,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,246,538,30,10/13/2005,6/30/2014,9,1/11/1952,72,1,Unknown,4,36,27,102720.626,417.5635203,0
8761,SECRETARY,I,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,885,30,8/12/1996,2/13/2015,19,2/13/1955,69,0,Retire,3,19,20,26106,137.4,0
8762,SECRETARY,I,Support Staff,8,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,885,30,8/5/2013,4/25/2024,11,9/14/1968,56,0,Active,1,103,10,26761.5,140.85,1
8763,TEACHER,2ND,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,259,30,8/10/2000,4/25/2024,24,5/16/1974,50,1,Active,1,29,25,74388.8,391.52,1
8764,TEACHER,PRIMARY,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,3355,30,9/4/2001,6/29/2007,6,9/22/1978,46,1,Moving,12,28,6,35972.7,189.33,0
8765,TEACHER,LEARNLOSS,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,6162,30,8/9/2000,4/25/2024,24,8/15/1967,57,1,Active,1,28,26,73036,384.4,1
8766,TEACHER,KIND,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,118,30,8/16/2002,4/25/2024,22,3/14/1975,49,1,Active,1,31,24,78538.4,413.36,1
8767,TEACHER,CROSSCAT,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,1957,30,8/10/2000,9/30/2014,14,9/30/1954,70,1,Retire,3,32,21,62953.217,331.3327211,0
8768,TEACHER,4TH,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,357,30,8/20/2004,4/25/2024,20,11/7/1959,65,1,Active,1,31,19,71759.2,377.68,1
8769,TEACHER,1ST,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,1347,30,8/16/1999,6/9/2005,6,3/10/1975,49,1,Unknown,4,29,5,33960.6,178.74,0
8770,TEACHER,3RD,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,260,30,2/9/2001,4/25/2024,23,11/20/1977,47,1,Active,1,28,22,67959.2,357.68,1
8771,TEACHER,TMD/PMD,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,1828,30,3/6/1996,2/6/2013,17,4/19/1950,74,1,Retire,3,31,16,55802.967,293.6998263,0
8772,TEACHER,2ND,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,259,30,1/4/1999,6/30/2020,21,6/8/1960,64,1,Retire,3,28,21,57332.199,301.7484158,0
8773,TEACHER,PHYSED,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,264,30,8/18/2003,6/29/2007,4,1/9/1948,76,1,Retire,3,29,4,35467.3,186.67,0
8774,TEACHER,PRIMARY,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,3355,30,8/17/1998,6/29/2007,9,10/8/1974,50,1,Family Reasons ,7,28,10,40227.467,211.7235105,0
8775,TEACHER,CROSSCAT,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,1958,30,8/9/2000,6/30/2005,5,2/6/1970,54,1,Unknown,4,31,9,40584,213.6,0
8776,TEACHER,GIFTTALENT,Teachers,1,56,Palmetto Bays Elementary,56,Palmetto Bays Elementary,190,1069,30,9/10/2001,4/25/2024,23,2/2/1968,56,1,Active,1,31,26,81456.8,428.72,1
